title,authors,isbn,description,genre
The Crimson Petal and the White,Michel Faber,1841954314,No description available,Unknown
Maggie: A Girl of the Streets and Other Short Fiction,Stephen Crane/Jayne Anne Phillips,0553213555,No description available,"Social life and customs, Poor women in fiction, Prostitutes in fiction, Poor families, Suicide victims in fiction, Prostitutes, Fiction, Suicide victims, Poor families in fiction, Slums, Slums in fiction, Poor women, City and town life, American fiction (fictional works by one author), New york (n.y.), fiction, Fiction, psychological, Fiction, short stories (single author), City and town life--new york (state)--new york--fiction, Slums--fiction, Poor women--fiction, Prostitutes--fiction, Poor families--fiction, Suicide victims--fiction, Ps1449.c85 a6 2000, 813/.4"
Maggie: A Girl of the Streets and Other Tales of New York,Stephen Crane/Larzer Ziff/Theo Davis,0140437975,No description available,"Classic Literature, Poor families, Prostitutes, Girls, Slums, Suicide victims, Fiction, Poor women, City and town life, American fiction (fictional works by one author), New york (n.y.), fiction, Fiction, psychological, Large type books, Prostitution, Sources, History, Social life and customs, Classics, Manners and customs, Crane, stephen , 1871-1900, Poor women--fiction, Prostitutes--fiction, Poor families--fiction, Suicide victims--fiction, Pz3.c852 maf, Ps1449.c85"
Kushiel's Scion (Imriel's Trilogy  #1),Jacqueline Carey,044650002X,No description available,"Kings and rulers, Succession, Fiction, Erotic Literature, Fiction, fantasy, epic, Fantasy, Women"
Theft: A Love Story,Peter Carey,0307263711,No description available,Unknown
Kushiel's Justice (Imriel's Trilogy  #2),Jacqueline Carey,0446500038,No description available,Unknown
Dirty Jokes and Beer: Stories of the Unrefined,Drew Carey,0786885599,No description available,"Fiction, fantasy, general, Fiction, fantasy, epic"
Godslayer (The Sundering  #2),Jacqueline Carey,076535098X,No description available,"Fantasy, Erotic Literature, Fiction, Fiction, fantasy, general, Cousins, Kings and rulers, Arranged marriage, Revenge"
Kushiel's Avatar (Phèdre's Trilogy  #3),Jacqueline Carey,1405034149,No description available,"Courts and courtiers, Fiction, Indentured servants, Phèdre nó Delaunay (Fictitious character), Angels, Women, Fiction, fantasy, general, Fiction, fantasy, epic, Fiction, fantasy, romance, Fiction, fantasy, historical"
Angels: Celestial Spirits in Legend & Art,Jacqueline Carey,1567996035,No description available,"Geographical distribution, Apes, Conservation, Wildlife conservation"
World Atlas of Great Apes and their Conservation,Julian Caldecott/Lera Miles,0520246330,No description available,"Angels in art, Angels"
The Great Ape Project: Equality Beyond Humanity,Paola Cavalieri/Peter Singer,031211818X,No description available,"Animal rights movement, Apes, Animal rights, Animal rights activists"
Walking With the Great Apes: Jane Goodall  Dian Fossey  Birute Galdikas,Sy Montgomery,0395515971,No description available,"Apes, Behavior, Biography, Primatologists, Research, Women primatologists, Goodall, jane, 1934-, Fossey, dian, 1932-1985, Women naturalists"
The Nature of Play: Great Apes and Humans,Anthony D. Pellegrini/Peter K. Smith,1593851170,No description available,Unknown
Alvin Journeyman (Tales of Alvin Maker  #4),Orson Scott Card,0312850530,No description available,"Alvin Maker (Fictitious character), Fiction, Fantasy fiction, Maker, alvin (fictitious character), fiction, Fiction, fantasy, historical, United states, fiction, History, Novela, Historia, Alternative histories (Fiction), Fantasy"
Star Trek Voyager Companion,Paul Ruditis,0743417518,No description available,"Caravan van, Handbooks, manuals, Maintenance and repair, Voyager van, Chrysler Town and Country automobile, Automobiles, maintenance and repair"
Dodge Caravan/Plymouth Voyager/Chrysler Town & Country 96-02 (Haynes Manuals),L. Alan LeDoux,1563924692,No description available,"Star trek, voyager (Television program), Star trek television programs"
Evolution (Star Trek Voyager: String Theory  #3),Heather Jarman,1416507817,No description available,Unknown
Masterpieces: The Best Science Fiction of the Twentieth Century,Orson Scott Card/Isaac Asimov/William Gibson/Michael Swanwick/Theodore Sturgeon/Larry Niven/Robert Silverberg/Harry Turtledove/James Blish/George R.R. Martin/James Patrick Kelly/Karen Joy Fowler/Arthur C. Clarke/Lloyd Biggle Jr./Terry Bisson/Poul Anderson/John Kessel/R.A. Lafferty/C.J. Cherryh/Lisa Goldstein/Edmond Hamilton/Robert A. Heinlein/Ursula K. Le Guin/Ray Bradbury/Frederik Pohl/Harlan Ellison/George Alec Effinger/Brian W. Aldiss,0441011330,No description available,"Fiction, fantasy, epic, Life on other planets, Fiction, Artificial intelligence, New York Times reviewed"
Earthborn (Homecoming Saga #5),Orson Scott Card,0312930402,No description available,"American Science fiction, English Science fiction, Fiction, science fiction, general, Fantastyka naukowa amerykańska, Antologie, Tłumaczenia polskie, Fantastyka naukowa angielska, Science fiction"
First Meetings: In the Enderverse,Orson Scott Card,1841493112,No description available,"Fiction, Young women, Space colonies, Assassins, American Science fiction, Fiction, science fiction, general, Fiction, general, Comics & graphic novels, science fiction, Young women, fiction"
Wyrms,Orson Scott Card,0765305607,No description available,"Ender Wiggin (Fictitious character), Fiction, Children's stories, American, Science fiction, American Science fiction, Child soldiers, Artificial intelligence, Children's fiction, Fiction, short stories (single author), Fiction, science fiction, general, Short stories, Collections"
The Abyss,Orson Scott Card/James Francis Cameron,0099690608,No description available,Unknown
Shadow Puppets (Shadow Series  #3),Orson Scott Card,0641573049,No description available,"Nuclear warfare, Fiction, Nuclear submarines, Fiction, general"
Pastwatch: The Redemption of Christopher Columbus,Orson Scott Card,0812508645,No description available,"Fiction, science fiction, general, Nuclear weapons, Fiction"
This Is the Way the World Ends,James K. Morrow,0156002086,No description available,"Fiction, Christopher columbus in fiction, Discoveries in geography, Discoveries in geography in fiction, Time travel in fiction, America in fiction, Explorers in fiction, Explorers, Time travel, Discovery and exploration, Spanish, Spanish Discovery and exploration, Fiction, science fiction, general, Fiction, general"
Galapagos: World's End,William Beebe,0486256421,No description available,Unknown
The Well At The World's End: Volume I,William Morris/Lin Carter,1587150883,No description available,Unknown
The Well at the World's End: Volume II,William Morris,1587150891,No description available,"Natural history, Description and travel, Galapagos islands, Evolution, history"
Lost Boys,Orson Scott Card,0517125773,No description available,Unknown
The Worthing Saga (Worthing  #1-3),Orson Scott Card,0812533313,No description available,"Quests (Expeditions), Fiction, Classic Literature, Fantasy, Fantasy anglaise, Fiction, fantasy, historical, Fiction, fantasy, general, Fiction, general, English literature, Fiction, fantasy, epic"
The Rocky Road to Romance (Elsie Hawkins #4),Janet Evanovich,0060598891,No description available,"Fiction, Radio stations, Radio broadcasters in fiction, Dogs in fiction, Radio stations in fiction, Dogs, Radio broadcasters, Fiction, general, Large type books"
Love Overboard,Janet Evanovich,0060598840,No description available,"Plum, stephanie (fictitious character), fiction, Fiction, mystery & detective, women sleuths, Fiction, Women private investigators, Bounty hunters, Stephanie Plum (Fictitious character)"
Back to the Bedroom (Elsie Hawkins #1),Janet Evanovich,0060598859,No description available,Unknown
More Plums in One (Stephanie Plum  #4-6),Janet Evanovich,031236296X,No description available,"Ship captains, Shoemakers, Fiction, Schooners, Maine -- Fiction, American Love Stories, Fiction, romance, general, Large type books"
Full Blast (Full #4),Janet Evanovich/Charlotte Hughes,0312983301,No description available,"Women musicians, Fiction, Fiction, romance, general, Musicians, fiction, Large type books"
Metro Girl (Alex Barnaby  #1),Janet Evanovich,0060584025,No description available,"Fiction, Brothers and sisters, Florida in fiction, Brothers and sisters in fiction, Automobile racing drivers, Automobile racing drivers in fiction, Detective and mystery stories, Rescue work in fiction, Rescue work, Cuba in fiction, Thriller, Florida, fiction, Fiction, thrillers, Barnaby, alex (fictitious character), fiction, Large type books, Fiction, thrillers, general"
To the Nines (Stephanie Plum  #9),Janet Evanovich,0747267634,No description available,"Max Holt (Fictitious character), Detective and mystery stories, Jamie Swift (Fictitious character), Newspaper publishing, Open Library Staff Picks, Fiction, Millionaires, Mystery fiction, Women journalists, Women newspaper editors, Large type books, Fiction, romance, suspense, South carolina, fiction, Women journalists, fiction, Fiction, mystery & detective, general, Fiction, romance, contemporary"
Full Speed (Full  #3),Janet Evanovich/Charlotte Hughes,0755301978,No description available,"Ship captains, Shoemakers, Fiction, Schooners, Maine -- Fiction, American Love Stories, Fiction, romance, general, Large type books"
Love Overboard,Janet Evanovich/C.J. Critt,006073695X,No description available,Unknown
The Rocky Road to Romance (Elsie Hawkins  #4),Janet Evanovich/C.J. Critt,0060738251,No description available,"Fiction, Radio stations, Radio broadcasters in fiction, Dogs in fiction, Radio stations in fiction, Dogs, Radio broadcasters, Fiction, general, Large type books"
Two for the Dough (Stephanie Plum  #2),Janet Evanovich,0312948964,No description available,Unknown
The Full Box (Full  #1-4),Janet Evanovich/Charlotte Hughes,1593979266,No description available,"Women detectives, Detective and mystery stories, Bounty hunters, Stephanie Plum (Fictitious character), Fiction, Bail bond agents, Large type books, Fiction, mystery & detective, women sleuths, Plum, stephanie (fictitious character), fiction, New jersey, fiction, Trenton (n.j.), fiction"
Hard Eight (Stephanie Plum  #8),Janet Evanovich,0747267626,No description available,"Detective and mystery stories, Missing children, Open Library Staff Picks, Bounty hunters, Stephanie Plum (Fictitious character), Women private investigators, Fiction, Mystery fiction, Women bounty hunters, Fiction, mystery & detective, women sleuths, Plum, stephanie (fictitious character), fiction, New jersey, fiction, Trenton (n.j.), fiction, Large type books"
Hot Six (Stephanie Plum  #6),Janet Evanovich,033037124X,No description available,Unknown
Metro Girl (Alex Barnaby  #1),Janet Evanovich/C.J. Critt,0061126527,No description available,"Fiction, Brothers and sisters, Florida in fiction, Brothers and sisters in fiction, Automobile racing drivers, Automobile racing drivers in fiction, Detective and mystery stories, Rescue work in fiction, Rescue work, Cuba in fiction, Thriller, Florida, fiction, Fiction, thrillers, Barnaby, alex (fictitious character), fiction, Large type books, Fiction, thrillers, general"
Martian Time-Slip,Philip K. Dick,185798837X,No description available,"Fiction, American Science fiction, Martians, Science Fiction, Science fiction, American, Fiction, short stories (single author), Fiction, science fiction, general, Short stories, Poetry"
The Martians (Mars Trilogy  #3.5),Kim Stanley Robinson,0553574019,No description available,"Fiction, Carson Napier (Fictitious character), Fiction, science fiction, general, American Science fiction, Space flight to Venus, Extraterrestrial beings"
Pirates of Venus (Venus  #1),Edgar Rice Burroughs/Thomas Floyd/F. Paul Wilson/Phillip R. Burger,0803261837,No description available,Unknown
Swords of Mars (Barsoom  #8),Edgar Rice Burroughs,0345329562,No description available,"Classic Literature, Fiction, Historical Fiction, Science fiction, Barsoom, Fiction, science fiction, action & adventure, Barsoom (imaginary place), fiction, Carter, john (fictitious character), fiction, American Science fiction, Extraterrestrial beings, John Carter (Fictitious character), Dejah Thoris (Fictitious character)"
The Chessmen of Mars (Barsoom #5),Edgar Rice Burroughs/John Bolen,1400130212,No description available,"Bail bond agents, Fiction, New jersey, fiction, Plum, stephanie (fictitious character), fiction, Fiction, mystery & detective, women sleuths"
The Warlord of Mars (Barsoom  #3),Edgar Rice Burroughs/John Bolen,1400130220,No description available,"Fiction, Historical Fiction, Science fiction, John Carter (Fictitious character), Dejah Thoris (Fictitious character), Life on other planets, Fiction, science fiction, space opera, Fiction, science fiction, general"
Synthetic Men of Mars (Barsoom  #9),Edgar Rice Burroughs,0345339304,No description available,"Classic Literature, Fiction, Historical Fiction, Science Fiction, Dejah Thoris (Fictitious character), real science fiction, John Carter, Mars, Martian series, tharks, throats, sward, ochre, Helium, airships, glass needles, air guns, swords, gravity, Apache, desert, astral travel, U.S. Calvary, Fiction, science fiction, action & adventure, Barsoom (imaginary place), fiction, Carter, john (fictitious character), fiction, Fiction, science fiction, general, Fiction, action & adventure, John Carter (Fictitious character), Large type books"
The Master Mind of Mars (Barsoom #6),Edgar Rice Burroughs,0345334248,No description available,"Fiction, Science Fiction, Historical Fiction, American Science fiction, Extraterrestrial beings, Martians, Fiction, science fiction, general"
A Fighting Man of Mars (Barsoom  #7),Edgar Rice Burroughs,0345345118,No description available,"Fiction, Science Fiction, American Science fiction, Extraterrestrial beings, Fiction, science fiction, action & adventure, Barsoom (imaginary place), fiction, Carter, john (fictitious character), fiction"
Thuvia  Maid of Mars (Barsoom  #4),Edgar Rice Burroughs,0345339932,No description available,"American Science fiction, Fiction, Science fiction, American, Science Fiction, Classic Literature, John Carter (Fictitious character), Martians, Fiction, science fiction, general, Fiction, science fiction, action & adventure, Barsoom (imaginary place), fiction, Carter, john (fictitious character), fiction, Extraterrestrial beings, American literature, Martians -- Fiction, Mars (Planet) -- Fiction, Mars (Planet), Fiction, action & adventure"
John Carter of Mars (Barsoom #11),Edgar Rice Burroughs,0345329554,No description available,"Fiction, Dejah Thoris (Fictitious character), Fiction, science fiction, action & adventure, Barsoom (imaginary place), fiction, Carter, john (fictitious character), fiction"
A Princess of Mars (Barsoom  #1),Edgar Rice Burroughs/John Seelye,0143104888,No description available,"John Carter (Fictitious character), Fiction, Classic Literature, Dejah Thoris (Fictitious character), Princesses, Princesses in fiction, Science fiction, Translations into Russian, Fantasy, Barsoom, Large type books, Fiction, science fiction, action & adventure, Carter, john (fictitious character), fiction, Barsoom (imaginary place), fiction, Fiction, science fiction, general, Fiction, action & adventure, Social life and customs, Folklore, Music and dance, Manners and customs, American literature, Fiction, romance, science fiction, Fiction, thrillers, suspense, American Science fiction, Romans, nouvelles, Carter, John (Fictitious character)--Fiction, Dejah Thoris (Fictitious character)--Fiction, Princesses--Fiction, Mars (Planet)--Fiction"
Escape on Venus (Venus  #4),Edgar Rice Burroughs,0345370112,No description available,Unknown
Tarzan of the Apes: Tarzan of the Apes/The Son of Tarzan/Tarzan at the Earth's Core/Tarzan Triumphant,Edgar Rice Burroughs/Esteban Maroto/J. Allen St. John/Studley Burroughs,0517659573,No description available,"British in fiction, Historical Fiction, Wild men in fiction, American Adventure stories, Open Library Staff Picks, American Fantasy fiction, British, Fiction, Tarzan (Fictitious character), Adventure stories, Wild men, Africa in fiction, Classic Literature, Juvenile Fiction, Tarzan (fictitious character), fiction, Fiction, action & adventure, Africa, fiction, American fiction (fictional works by one author), Tarzan (Fictitious character) -- Fiction, Africa -- Fiction, Fantasy fiction, British -- Africa -- Fiction, Wild men -- Fiction, Children's fiction, Action & adventure"
Tarzan of the Apes (Tarzan  #1),Edgar Rice Burroughs,0809599813,No description available,"Rainforests, prisoners of war, labor camps, land mines, argyria, silver nitrate, sideshows, diners, pneumonia, Open Library Staff Picks, Amusement rides, Death, Fictional Works, Aged men, Literature, Fiction, Heaven, Future life, Amusement parks, Accident victims, Older men, Psychological fiction, Cielo (Religión), Ancianos, Parques de diversiones, Vida futura, Ficción, Muerte, Víctimas de accidentes, Large type books, Elderly men, Accident victims-Fiction, Accidents, Visionary & Metaphysical, Religious, Fiction, psychological, Drama, Readers, Literature and fiction (general), Victimas de accidentes, Novela, Parques de diversión, Chinese language materials, Chang pian xiao shuo, Victimes d'accidents, Romans, nouvelles, Manèges (Attractions), Vie future, Hommes âgés, Ciel, Aspect religieux, Mort, Parcs d'attractions, Juvenile fiction, Fiction, general"
The Five People You Meet in Heaven,Mitch Albom,0751536822,No description available,"Feral children, Fiction, Apes, Children's fiction, Fear, fiction, Apes, fiction, Imposters and imposture, Impostors and imposture, Travel, British, Tarzan (Fictitious character), Fiction, fantasy, general, Fiction, action & adventure, Tarzan (fictitious character), fiction, American fiction (fictional works by one author)"
Murder in the Bastille (Aimee Leduc Investigations  #4),Cara Black,1569473641,No description available,"Open Library Staff Picks, Fiction, Women authors, Female friendship, Recluses as authors, Hermits, Authors, Family"
The Thirteenth Tale,Diane Setterfield,0743298020,No description available,Unknown
Market Forces,Richard K. Morgan,0345457749,No description available,"Antiheroes, Success in business, Corporate culture, Fiction, Science Fiction, Commercial crimes, Businessmen, Young men, Big business, Fiction, science fiction, general, Fiction, thrillers, technological"
Black Widow: The Things They Say About Her,Richard K. Morgan/Bill Sienkiewicz/Sean Phillips,0785117687,No description available,"Children's fiction, Spies, fiction, Cartoons and comics"
Black Widow: Homecoming,Richard K. Morgan/Bill Sienkiewicz/Goran Parlov,0785114939,No description available,"Comics & graphic novels, general"
Ragtime,E.L. Doctorow,0553026003,No description available,"Police, British, Fiction, Crimes against, Singers, History, Joe Sandilands (Fictitious character), India, fiction, Fiction, mystery & detective, police procedural, Sandilands, joe (fictitious character), fiction"
Ragtime in Simla (Joe Sandilands  #2),Barbara Cleverly,0385339720,No description available,Unknown
Thank You for Smoking,Christopher Buckley,0812976525,No description available,Unknown
The Crossing,Cormac McCarthy,0517168952,No description available,"Lobos, Wilderness areas, Fiction, Boys, Ficción, Human-animal relationships, Wolves, Muchachos, Large type books, Fiction, westerns, Fiction, coming of age, New mexico, fiction"
Cities of the Plain (The Border Trilogy  #3),Cormac McCarthy,0679747192,No description available,"Fiction, Tobacco use, Tobacco industry in fiction, Public relations, Tobacco use in fiction, Tobacco industry, Smoking, Smoking in fiction, Fiction, general, Employees"
The Agony and the Ecstasy: A Biographical Novel of Michelangelo,Irving Stone,0451213238,No description available,"French fiction, Littérature western, Histoires d'amour, Ranch life, Fiction, New mexico, fiction, Texas, fiction, Fiction, men's adventure, Fiction, westerns, Fiction, general"
The Agony and the Ecstasy,Irving Stone,0099416271,No description available,Unknown
Harvest,Tess Gerritsen,067155302X,No description available,Unknown
Story of O (Story of O #1),Pauline Réage/Sabine d'Estree,0345301110,No description available,"Massachusetts, fiction, Women physicians, fiction, Fiction, thrillers, general, Fiction, medical, Fiction, Women physicians, Transplantation of organs, tissues, Medical novels, Moral and ethical aspects, Transplantation, Heart, Transplantation of organs, tissues, etc. -- Fiction, Women physicians -- Fiction, Boston (Mass.) -- Fiction, Korruption, Arzt, Verteilung, Ärztin, Organspende, Verantwortung, Ungerechtigkeit, Large type books, Fiction, thrillers"
Story of O,Pauline Réage/John Paul Hand,1562010352,No description available,"Fiction, Artists, American fiction (fictional works by one author), Artists, fiction, Italy, fiction, Fiction, general"
The O. Henry Prize Stories 2003,Laura Furman/David Guterson/Diane Johnson/Jennifer Egan,1400031311,No description available,"Erotic stories, Fiction, Sexuality, Women, Fiction, erotica, general, Bondage (Sexual behavior), Man-woman relationships"
The Illustrated Story Of O,Doris Kloster/Pauline Réage,0312266057,No description available,"Vampires, Time travel, Fiction, Love stories, American, Large type books, Fantasy fiction, Occult fiction, Fiction, romance, fantasy, Wizards, Witches, Romance fiction, American Fantasy fiction, Fiction, fantasy, general, Fiction, suspense, Vampires, fiction, Romans, nouvelles, Livres en gros caractères, Large print books, Fiction, occult & supernatural"
The Valley of Vision: A Collection of Puritan Prayers and Devotions,Arthur Bennett,0851512283,No description available,"Opera, history and criticism"
Valley Of Silence (Circle Trilogy  #3),Nora Roberts,0515141674,No description available,"Prayers, Prayer-books and devotions, Puritans, English, Prayers and devotions"
Revolution in The Valley: The Insanely Great Story of How the Mac Was Made,Andy Hertzfeld/Steve Wozniak,0596007191,No description available,"Ayla (Fictitious character), Glacial epoch, Pueblos prehistóricos, Períodos glaciales, Prehistoric peoples, Ficción, Fiction, Europe, fiction, Fiction, historical, general, Jondalar (Fictitious character), Earth's children series Bk.2., Fiction, historical, Ayla (Figura ficticia), Novela, Man-woman relationships, Women, Fiction, general, Large type books, American fiction, Cro-Magnons, Ayla (fictitious character : auel), fiction, Primitive societies"
The Valley of Horses (Earth's Children  #2),Jean M. Auel,0553381660,No description available,"Apple Computer, Inc. Macintosh Division, Computer industry, History, Inc Apple Computer, Macintosh (Computer)"
How Green Was My Valley,Richard Llewellyn,0141185856,No description available,"United States, American Personal narratives, Vietnam War, 1961-1975, Vietnamkrieg, Soldiers, United States. Army, Erlebnisbericht, Officers, Biography, Vietnamese Conflict, 1961-1975, Personal narratives, Vietnam war, 1961-1975, personal narratives, United states, army, biography, Veterans, Mental health, Post-traumatic stress disorder, Guerrilla warfare, Military relations, Psychological aspects"
Once A Warrior King: Memories of an Officer in Vietnam,David Donovan,0345479076,No description available,Unknown
Once a Warrior (Warriors  #1),Karyn Monk,0553574221,No description available,"Social life and customs, Fiction, Scotland, fiction, Mackendrick, ariella (fictitious character), fiction, Fiction, romance, historical, general"
Time and Again (Time  #1),Jack Finney,0575073608,No description available,"How Green Was My Valley, Richard Llewellyn, Llewellyn, Richard., History, Historical, Fiction, Literature, British, Classic, Classics, Wales, Welsh, Families, Coal, Mines, Mining, Miners, Coming of age, Family, Family saga, Novel, Hardcover, Paperback, Kindle, Movie, National Book Award, Open Library Staff Picks, German language books, Wales, fiction, Fiction, historical, Coal mines and mining, Coal miners, English fiction, Fiction, historical, general, Welsh fiction"
Time and Again (Time Travel #1-2),Nora Roberts,0373285337,No description available,"Fiction, History, Time travel, Fiction in English, Science fiction, 1865-1898, Love stories, New York (N.Y.), Fiction, science fiction, general, New york (n.y.), fiction, Morley, si (fictitious character), fiction, Fiction, historical, Artists, fiction, Large type books, Fiction, historical, general"
Time and Again: Time Was / Times Change,Nora Roberts,0373484410,No description available,Unknown
Meeting Jesus Again for the First Time: The Historical Jesus and the Heart of Contemporary Faith,Marcus J. Borg,0060609176,No description available,"American Love stories, Brothers and sisters, Fantasy fiction, American Romance fiction, Fiction, Brothers and sisters in fiction, American, American Fantasy fiction, Open Library Staff Picks, Time travel in fiction, Time travel, Love stories, Fiction, romance, general, Fiction, fantasy, general, Large type books, Fiction, romance, time travel, American fiction, Man-woman relationships, Romance fiction, Siblings, fiction"
Reading the Bible Again for the First Time: Taking the Bible Seriously but Not Literally,Marcus J. Borg,0060609192,No description available,"Person and offices, Historicity, Nonfiction, Religion & Spirituality, Historicité, Personne et fonctions, Christologie, Leven van Jezus, Historicity of Jesus Christ, Critique historique, Christology, Jésus-Christ, Jesus christ, historicity, Jesus christ, person and offices, Large type books"
The Complete Idiot's Guide to Business Plans,Gwen Moran,1592574009,No description available,"Design, Document markup languages, MySQL (Computer file), MySQL (Electronic resource), PHP (Computer program language), SQL (Computer program language), Web site development, Web sites, Web sites, design, Mysql (computer program language), Php (computer program language), Sql (computer program language), Web sites--design, Qa76.73.p224 w45 2009, 005.2/762, Qa76.73.p224 w45 2003"
PHP and MySQL Web Development (Developer's Library),Luke Welling/Laura Thomson,0672326728,No description available,"Bible, Criticism, interpretation, Metaphor in the Bible, Nonfiction, Religion & Spirituality, The Bible, Bible, criticism, interpretation, etc., Bible, language, style"
Beginning PHP and MySQL 5: From Novice to Professional,W. Jason Gilmore,1590595521,No description available,"Internet programming, SQL (Computer program language), PHP (Computer program language), Informatique, Programming Languages, VBScript, COMPUTERS, Open broncode, SQL, Relationele databanken, PHP, JavaScript"
PHP & MySQL For Dummies,Janet Valade,0470096004,No description available,"Computer Technology, Design, Nonfiction, PHP, PHP (Computer program language), SQL, SQL (Computer program language), Web sites, Web sites, design, Mysql (computer program language), MySQL (Electronic resource)"
PHP and MySQL for Dummies,Janet Valade,0764555898,No description available,"Graphic arts, Graphic design (typography), Commercial art, Designers, History, Graphic design (Typography), Commercial artists, Typographers"
Graphic Design Now,Charlotte Fiell/Peter Fiell,382284778X,No description available,"Fahrenheit 9/11 (Motion picture), United states, politics and government, 21st century, Motion pictures, social aspects, Motion pictures, moral and ethical aspects"
Michael Moore's Fahrenheit 9/11: How One Film Divided a Nation,Robert Brent Toplin,0700614524,No description available,Unknown
My Dirty Thirties: Romantic Hedonism,Kelly  Carr,1932420347,No description available,"Computer Technology, Nonfiction, SQL (Computer program language), Web sites, Design, MySQL (Electronic resource), PHP (Computer program language), Web sites, design, Mysql (computer program language), Php (computer program language)"
The Life and Opinions of Tristram Shandy  Gentleman,Laurence Sterne/Robert Folkenflik,0375761195,No description available,"Fiction, Infants, Fetus, Authorship, British, Parent and child, Clergy, Young men, Social life and customs, Travelers, Classic Literature, Fiction -- Authorship -- Fiction., British and irish fiction (fictional works by one author), England, fiction, Fiction, general, Parent and child, fiction, Sterne, laurence, 1713-1768, Life and opinions of Tristram Shandy, gentleman (Sterne, Laurence), Families, English fiction, Coming of age, Pregnancy, fiction"
La fortaleza digital,Dan Brown/Eduardo García Murillo,8489367019,No description available,"Grote mogendheden, International relations, Hegemonie, Europese integratie, European Union, History, Relations, Great powers, European union countries, economic conditions, European union countries, politics and government, United states, economic conditions, United states, politics and government, International cooperation, Europe, politics and government, Europe, commercial policy, Europe, economic conditions"
The United States of Europe: The New Superpower and the End of American Supremacy,T.R. Reid,0143036084,No description available,"techno-thriller, supercomputers, Se curite  informatique, Intelligence officers, Cryptographers, Fiction, Computer security, Romans, nouvelles, Officiers de renseignements, Cryptographes, Litterature americaine, Roman americain, Securite informatique, Roman suspens, thrillers, suspense fiction, United States. National Security Agency, United States, Gsafd, Computer security in fiction, Code and cipher stories, Ameriška književnost, Kriminal, Cryptographers in fiction, Umori, Open Library Staff Picks, Varnostne kode, Intelligence officers in fiction, United States. in fiction, Chang pian xiao shuo, Polish language materials, Fiction, thrillers, Fiction, technological, Fiction, espionage, Fiction, thrillers, general, Littérature américaine, Roman américain, Fiction, thrillers, espionage, Fiction, thrillers, technological, collectionid:dbsan"
Europe on a Shoestring,Sarah Johnstone/Aaron Anderson/Sarah  Andrews/Lonely Planet,1741045916,No description available,Unknown
Europe and the People Without History,Eric R. Wolf,0520048989,No description available,"History, Social conditions, Economic conditions, Social change, Europe, commercial policy, Europe, foreign economic relations"
A History of Modern Europe  Volume 2: From the French Revolution to the Present,John M. Merriman,0393924955,No description available,Unknown
How Europe Underdeveloped Africa,Walter Rodney/Vincent Harding,0882580965,No description available,"Africa, Colonial influence, Colonies, Commerce, Economic conditions, Economic policy, Europe, Foreign economic relations, Beïnvloeding, Imperialismus, Comercio, Onderontwikkeling, open_syllabus_project, Africa, economic conditions, Europe, foreign economic relations, Africa, foreign relations, europe"
Europe: A History,Norman Davies,0060974680,No description available,"Histoire, History, Europe"
The Basketball Diaries,Jim Carroll,0140249990,No description available,Unknown
The Basketball Diaries and the Book of Nods,Jim Carroll,0571148433,No description available,"American Poets, Biography, Childhood and youth, Entertainers, Poets, American, General, Poets, biography, Entertainers, united states"
The 10 Commandments of Parenting: The Do's and Don'ts for Raising Great Kids,Ed  Young,0802431488,No description available,"Parenting, Christianity, Parenting, religious aspects"
Unsung Heroes Of Rock 'n' Roll: The Birth Of Rock In The Wild Years Before Elvis,Nick Tosches,0306808919,No description available,"Rock music, Rock musicians, Biography, History and criticism, Rock music, united states"
In the Hand of Dante,Nick Tosches,0316735647,No description available,"Literature, Fiction, Criminals, Theft, Authors, Manuscripts, Collectors and collecting, Fiction, mystery & detective, general, Fiction, thrillers, general, Fiction, psychological, Sicily (italy), fiction, New york (n.y.), fiction, Authors, fiction"
Ray Bradbury's Fahrenheit 451,Harold Bloom,0791059294,No description available,Unknown
Schott's Original Miscellany,Ben Schott/Collin Deckerman,1582343497,No description available,"American Science fiction, Book burning in literature, History and criticism"
Mind Over Money: How to Match Your Emotional Style to a Winning Financial Strategy,John W. Schott/Jean S. Arbeiter,0316773786,No description available,"Investments, Psychological aspects, Psychological aspects of Investments, Finance, personal"
Blowback (Scot Harvath  #4),Brad Thor,1416505415,No description available,"Fiction, Americans, Terrorism, Scot Harvath (Fictitious character), Prevention, Fiction, thrillers, general, Fiction, thrillers, suspense, Terrorism, fiction, Middle east, fiction, Fiction, suspense"
The Sorrows of Empire: Militarism  Secrecy  and the End of the Republic,Chalmers Johnson/Shara Kay,0805077979,No description available,"Civil-military relations, Foreign relations, Imperialism, Intervention (International law), Militarism, Military policy, Military-industrial complex, Official secrets, Politics and government, United states, politics and government, 2001-2009, United states, foreign relations, 2001-2009, United states, military policy, Intervention (international law), Diplomatic relations"
Bouvard and Pecuchet,Gustave Flaubert/Αχιλλέας Κυριακίδης/Mark Polizzotti/Raymond Queneau,1564783936,No description available,Unknown
Voyage of the Turtle: In Pursuit of the Earth's Last Dinosaur,Carl Safina,0805078916,No description available,"Leatherback turtle, Turtles"
Thirteen Moons on Turtle's Back,Joseph Bruchac/Jonathan London/Thomas Locker,0698115848,No description available,"Indians of North America, Juvenile poetry, Seasons, Folklore, Poetry, Children's poetry, American, American poetry, Collections, Juvenile literature, Indians of north america, poetry, Seasons, poetry"
