Author,Title,Description,Genre,Banned
"Meg, Cabot",All-American Girl,"Top Ten Reasons Samantha Madison is in Deep Trouble  10. Her big sister is the most popular girl in school  9. Her little sister is a certified genius  8. She's in love with her big sister's boyfriend  7. She got caught selling celebrity portraits in school  6. And now she's being forced to take art classes  5. She's just saved the president of the United States from an assassination attempt  4. So the whole world thinks she is a hero  3. Even though Sam knows she is far, far from being a hero  2. And now she's been appointed teen ambassador to the UN  And the number-one reason Sam's life is over?  1. The president's son just might be in love with her","Young Adult, Romance, Fiction, Chick Lit, Contemporary, Teen, Childrens",1
"Lee, Child",Worth Dying For,"There’s deadly trouble in the corn county of Nebraska . . . and Jack Reacher walks right into it. First he falls foul of the Duncans, a local clan that has terrified an entire county into submission. But it’s the unsolved, decades-old case of a missing child that Reacher can’t let go.   The Duncans want Reacher gone—and it’s not just past secrets they’re trying to hide. For as dangerous as the Duncans are, they’re just the bottom of a criminal food chain stretching halfway around the world. For Reacher, it would have made much more sense to put some distance between himself and the hard-core trouble that’s bearing down on him. For Reacher, that was also impossible.","Thriller, Fiction, Mystery, Crime, Suspense, Action, Audiobook",1
"Marissa, Meyer",Gilded,"Long ago cursed by the god of lies, a poor miller's daughter has developed a talent for spinning stories that are fantastical and spellbinding and entirely untrue.  Or so everyone believes.  When one of Serilda's outlandish tales draws the attention of the sinister Erlking and his undead hunters, she finds herself swept away into a grim world where ghouls and phantoms prowl the earth and hollow-eyed ravens track her every move. The king orders Serilda to complete the impossible task of spinning straw into gold, or be killed for telling falsehoods. In her desperation, Serilda unwittingly summons a mysterious boy to her aid. He agrees to help her... for a price.  Soon Serilda realizes that there is more than one secret hidden in the castle walls, including an ancient curse that must be broken if she hopes to end the tyranny of the king and his wild hunt forever.","Fantasy, Young Adult, Retellings, Romance, Audiobook, Fiction, Young Adult Fantasy",1
"Alex, Flinn",Beastly,"I am a beast.  A beast. Not quite wolf or bear, gorilla or dog but a horrible new creature who walks upright—a creature with fangs and claws and hair springing from every pore. I am a monster.  You think I'm talking fairy tales? No way. The place is New York City. The time is now. It's no deformity, no disease. And I'll stay this way forever—ruined—unless I can break the spell.  Yes, the spell, the one the witch in my English class cast on me. Why did she turn me into a beast who hides by day and prowls by night? I'll tell you. I'll tell you how I used to be Kyle Kingsbury, the guy you wished you were, with money, perfect looks, and the perfect life. And then, I'll tell you how I became perfectly . . . beastly.","Fantasy, Young Adult, Romance, Retellings, Fairy Tales, Fiction, Paranormal",1
"Brent, Runyon",The Burn Journals,"I don’t want to get out of bed. I’m so stupid. I did so many things wrong. I don’t know what to do. I’m going to be in so much trouble. What am I going to do? I’m completely screwed.  In 1991, fourteen-year-old Brent Runyon came home from school, doused his bathrobe in gasoline, put it on, and lit a match.  He suffered third-degree burns over 85% of his body and spent the next year recovering in hospitals and rehab facilities. During that year of physical recovery, Runyon began to question what he’d done, undertaking the complicated journey from near-death back to high school, and from suicide back to the emotional mainstream of life.  In the tradition of and , is a truly remarkable book about teenage despair and recovery.","Young Adult, Mental Health, Mental Illness, Psychology, Teen, Biography Memoir, Coming Of Age",1
"Alison, Bechdel",Fun Home: A Family Tragicomic,"In this graphic memoir, Alison Bechdel charts her fraught relationship with her late father.  Distant and exacting, Bruce Bechdel was an English teacher and director of the town funeral home, which Alison and her family referred to as the Fun Home. It was not until college that Alison, who had recently come out as a lesbian, discovered that her father was also gay. A few weeks after this revelation, he was dead, leaving a legacy of mystery for his daughter to resolve.","Graphic Novels, Memoir, Comics, Nonfiction, LGBT, Queer, Biography",1
"Robert, Goolrick",A Reliable Wife,"He placed a notice in a Chicago paper, an advertisement for ""a reliable wife."" She responded, saying that she was ""a simple, honest woman."" She was, of course, anything but honest, and the only simple thing about her was her single-minded determination to marry this man and then kill him, slowly and carefully, leaving her a wealthy widow, able to take care of the one she truly loved.  What Catherine Land did not realize was that the enigmatic and lonely Ralph Truitt had a plan of his own. And what neither anticipated was that they would fall so completely in love.  Filled with unforgettable characters, and shimmering with color and atmosphere, is an enthralling tale of love and madness, of longing and murder.","Fiction, Historical Fiction, Mystery, Historical, Romance, Book Club, Adult",1
"Gabriel, Tallent",My Absolute Darling,"At 14, Turtle Alveston knows the use of every gun on her wall. She knows how to snare a rabbit, sharpen a blade and splint a bone. She knows that her daddy loves her more than anything else in this world and he’ll do whatever it takes to keep her with him.  But she doesn’t know why she feels so different from the other girls at school; why the line between love and pain can be so hard to see. Or why making a friend may be the bravest and most terrifying thing she has ever done.  Sometimes the people you’re supposed to trust are the ones who do most harm. And what you’ve been taught to fear is the very thing that will save you…","Fiction, Contemporary, Young Adult, Audiobook, Literary Fiction, Coming Of Age, Thriller",1
"Celia, Rees",Pirates!,"Nancy Kington, daughter of a rich merchant, suddenly orphaned when her father dies, is sent to live on her family's plantation in Jamaica. Disgusted by the treatment of the slaves and her brother's willingness to marry her off, she and one of the slaves, Minerva, run away and join a band of pirates.  For both girls the pirate life is their only chance for freedom in a society where both are treated like property, rather than individuals. Together they go in search of adventure, love, and a new life that breaks all restrictions of gender, race, and position. Told through Nancy's writings, their adventures will appeal to readers across the spectrum and around the world.","Historical Fiction, Young Adult, Pirates, Historical, Fiction, Adventure, Romance",1
"E. R., Frank",Wrecked,"A tragic car wreck leads to PTSD and therapeutic salvation in this novel from the author of America , which Kirkus Reviews deemed “a work of sublime humanity.”  Anna is involved in a horrific accident one night that leaves her brother’s beautiful and popular girlfriend dead. Suffering from post-traumatic stress disorder, she begins an unusual method of therapy called EMDR (Eye Movement Desensitization and Reprocessing). Through her therapy, dreams, memories, and experiences, we begin to see, along with Anna, the full picture of her controlling father, her lost relationship with her brother, and her overwhelming guilt about the wreck.  With a deep understanding of the minds of teenagers, and a deft hand in translating that to the page, E.R. Frank presents a story with real and challenging characters, beautifully told and filled with haunting images.","Young Adult, Realistic Fiction, Fiction, Death, Teen, Contemporary, Tragedy",1
"Barbara, Kingsolver",Prodigal Summer,"Prodigal Summer weaves together three stories of human love within a larger tapestry of lives inhabiting the forested mountains and struggling small farms of southern Appalachia.  From her outpost in an isolated mountain cabin, Deanna Wolfe, a reclusive wildlife biologist, watches a den of coyotes that have recently migrated into the region. She is caught off-guard by a young hunter who invades her most private spaces and confounds her self-assured, solitary life. On a farm several miles down the mountain, Lusa Maluf Landowski, a bookish city girl turned farmer's wife, finds herself unexpectedly marooned in a strange place where she must declare or lose her attachment to the land that has become her own. And a few more miles down the road, a pair of elderly feuding neighbors tend their respective farms and wrangle about God, pesticides, and the possibilities of a future neither of them expected.  Over the course of one humid summer, these characters find their connections to one another and to the flora and fauna with whom they share a place. demonstrates a balance of narrative, drama and ideas that is characteristic of Barbara Kingsolver's finest work.","Fiction, Nature, Contemporary, Literary Fiction, Novels, Audiobook, Adult",1
"Tom, Robbins",Villa Incognito,"Imagine there are American MIAs who chose to remain missing after the Vietnam War. Imagine a family in which four generations of strong, alluring women share a mysterious connection to an outlandish figure from Japanese folklore. Imagine them part of a novel that only Tom Robbins could create? A magically crafted work as timeless as myth yet as topical as the latest international threat. But no matter how hard you try, you'll never imagine what you'll find inside the Villa Incognito: a tilt-a-whirl of identity, masquerade, and disguise that dares to pull off ""the false mustache of the world"" and reveal the even greater mystery underneath. For neither the mists of Laos nor the Bangkok smog, neither the overcast of Seattle nor the fog of San Francisco, neither the murk of the intelligence community nor the mummery of the circus can obscure the pure linguistic phosphor that illuminates every page of one of America's most consistently surprising and inventive writers.","Fiction, Humor, Magical Realism, Literature, Novels, Fantasy, Contemporary",1
"Jane, Routley",Shadow in the Empire of Light,"A magical novel of intrigue, mystery and family drama from the award-winning author of Aramaya and Fire Angels!   Shine’s life is usually dull: an orphan without magic in a family of powerful mages, she’s left to run the family estate with only an eccentric aunt and telepathic cat for company.  But when the family descend on the house for the annual Fertility Festival, Shine is plunged into intrigue; stolen letters, a fugitive spy and family drama mix with an unexpected murder, and Shine is forced to decide both her loyalties and future...","Fantasy, Magic, Young Adult, Fiction, Mystery, Adult, LGBT",1
"Rachel, Smythe",Lore Olympus: Volume Six,"Witness what the gods do after dark in the sixth volume of a stylish and contemporary reimagining of one of the best-known stories in Greek mythology, featuring exclusive behind-the-scenes content from creator Rachel Smythe.  “We have to make an example of her.”  Chaos reigns in Olympus as Zeus publicly declares Persephone a traitor and issues a warrant for her arrest. But Hades defies his brother’s decree, sheltering Persephone in the Underworld—and as the pair spend more time together, they are able to speak openly about their pasts. The goddess of spring admits the truth behind the bloody secret that led to Zeus’s ire, and the king of the Underworld shares the trauma he suffered at the hands of his power-hungry father, Kronos.  But as Hades and Persephone’s relationship grows stronger, others begin to fall apart. The bond between Hades and Zeus is stretched to its limit, threatening to fracture the peace between their realms. Persephone and Artemis’s friendship hangs by a thread as the goddess of the hunt slowly uncovers the vile truth about her twin, Apollo. A line is being drawn in the heavens, putting everyone’s loyalties into question as all the gods are forced to choose sides.  And as the cracks in the foundation of the pantheon spread, something darker and more earth-shattering might soon be released. . . .  This edition of Smythe’s original Eisner Award–winning webcomic Lore Olympus features exclusive behind-the-scenes content and brings the Greek pantheon into the modern age in a sharply perceptive and romantic graphic novel.  This volume collects episodes 127–152 of the #1 WEBTOON comic Lore Olympus .","Graphic Novels, Fantasy, Romance, Mythology, Fiction, Retellings, Greek Mythology",1
"Abraham, Verghese",The Covenant of Water,"From the New York Times-bestselling author of Cutting for Stone comes a stunning and magisterial epic of love, faith, and medicine, set in Kerala, South India, following three generations of a family seeking the answers to a strange secret  Spanning the years 1900 to 1977, The Covenant of Water is set in Kerala, on India’s Malabar Coast, and follows three generations of a family that suffers a peculiar affliction: in every generation, at least one person dies by drowning—and in Kerala, water is everywhere. At the turn of the century, a twelve-year-old girl from Kerala's Christian community, grieving the death of her father, is sent by boat to her wedding, where she will meet her forty-year-old husband for the first time. From this unforgettable new beginning, the young girl—and future matriarch, Big Ammachi—will witness unthinkable changes over the span of her extraordinary life, full of joy and triumph as well as hardship and loss, her faith and love the only constants.  A shimmering evocation of a bygone India and of the passage of time itself, is a hymn to progress in medicine and to human understanding, and a humbling testament to the hardships undergone by past generations for the sake of those alive today. Imbued with humor, deep emotion, and the essence of life, it is one of the most masterful literary novels published in recent years.","Fiction, Historical Fiction, Audiobook, India, Historical, Literary Fiction, Book Club",1
"Cherie, Dimaline",Empire of Wild,"From the author of the YA-crossover hit The Marrow Thieves, a propulsive, stunning and sensuous novel inspired by the traditional Métis story of the Rogarou - a werewolf-like creature that haunts the roads and woods of Métis communities. A messed-up, grown-up, Little Red Riding Hood.  Broken-hearted Joan has been searching for her husband, Victor, for almost a year--ever since he went missing on the night they had their first serious argument. One terrible, hungover morning in a Walmart parking lot in a little town near Georgian Bay, she is drawn to a revival tent where the local Métis have been flocking to hear a charismatic preacher named Eugene Wolff. By the time she staggers into the tent, the service is over. But as she is about to leave, she hears an unmistakable voice.  She turns, and there Victor is. The same face, the same eyes, the same hands. But his hair is short and he's wearing a suit and he doesn't recognize her at all. No, he insists, she's the one suffering a delusion: he's the Reverend Wolff and his only mission is to bring his people to Jesus. Except that, as Joan soon discovers, that's not all the enigmatic Wolff is doing.  With only the help of Ajean, a foul-mouthed euchre shark with a knowledge of the old ways, and her odd, Johnny-Cash-loving, 12-year-old nephew Zeus, Joan has to find a way to remind the Reverend Wolff of who he really is. If he really is Victor. Her life, and the life of everyone she loves, depends upon it.","Horror, Fantasy, Fiction, Indigenous, Canada, Mystery, Audiobook",1
"Rachel, Elliott",The Real Riley Mayes,"Funny and full of heart, this debut graphic novel is a story about friendship, identity, and embracing all the parts of yourself that make you special.    Fifth grade is just not Riley’s vibe. Everyone else is squaded up—except Riley. Her best friend moved away. All she wants to do is draw, and her grades show it.  One thing that makes her happy is her favorite comedian, Joy Powers. Riley loves to watch her old shows and has memorized her best jokes. So when the class is assigned to write letters to people they admire, of course Riley’s picking Joy Powers!  Things start to look up when a classmate, Cate, offers to help Riley with the letter, and a new kid, Aaron, actually seems to get her weird sense of humor. But when mean girl Whitney spreads a rumor about her, things begin to click into place for Riley. Her curiosity about Aaron’s two dads and her celebrity crush on Joy Powers suddenly make more sense.  Readers will respond to Riley’s journey of self-discovery and will recognize themselves in this character who is less than perfect but trying her best. And creative kids will recognize themselves in her love of art and drawing.  While often funny and light, Riley’s exploration of what it feels to be an outsider and how hard it can be to make a friend break your heart in the best way. And with all of Riley’s hijinks and missteps, this story is laugh-out-loud funny from start to finish.","Graphic Novels, Middle Grade, LGBT, Comics, Queer, Realistic Fiction, Fiction",1
"Krystal, Sutherland",A Semi-Definitive List of Worst Nightmares,"Ever since Esther Solar’s grandfather met Death, her entire family has been doomed to suffer one great fear in their lifetime—a fear that will eventually lead each and every one of them to their graves. Take Esther’s father, for instance: He’s an agoraphobe who hasn’t left the basement in six years. Then there’s her twin brother, Eugene, whose fear of the dark goes far beyond the things that go bump in the night. And her mother, Rosemary, is absolutely terrified of bad luck.  As for Esther, she’s managed to escape the curse…so far. She doesn’t yet have a great fear because she avoids pretty much everything. Elevators, small spaces, crowds—anything that might trigger a phobia is off-limits and is meticulously recorded in her semi-definitive list of worst nightmares.  Esther thinks she has it all figured out, until she’s reunited with an old elementary school classmate—and first crush—Jonah Smallwood. The encounter leaves her stranded at a bus stop and swindled out of her phone, all her cash, a Fruit Roll-Up she’d been saving, and her list—not to mention her dignity. But the theft is also the beginning of an unexpected friendship between the two, one that sends the pair on a journey of self-discovery as they try to break the curse that’s consumed Esther’s family. Together they face their greatest fears, one debilitating phobia at a time, only to discover the one fear they hadn’t counted on: love.","Young Adult, Contemporary, Romance, Mental Health, Fiction, Magical Realism, Fantasy",1
"Jodi, Picoult",Handle with Care,"An alternate cover edition can be found here When Willow is born with severe osteogenesis imperfecta, her parents are devastated--she will suffer hundreds of broken bones as she grows, a lifetime of pain. Every expectant parent will tell you that they don't want a perfect baby, just a healthy one. Charlotte and Sean O'Keefe would have asked for a healthy baby, too, if they'd been given the choice. Instead, their lives are made up of sleepless nights, mounting bills, the pitying stares of ""luckier"" parents, and maybe worst of all, the what-ifs. What if their child had been born healthy? But it's all worth it because Willow is, funny as it seems, perfect. She's smart as a whip, on her way to being as pretty as her mother, kind, brave, and for a five-year-old an unexpectedly deep source of wisdom. Willow is Willow, in sickness and in health.  Everything changes, though, after a series of events forces Charlotte and her husband to confront the most serious what-ifs of all. What if Charlotte had known earlier of Willow's illness? What if things could have been different? What if their beloved Willow had never been born? To do Willow justice, Charlotte must ask herself these questions and one more. What constitutes a valuable life?","Fiction, Contemporary, Chick Lit, Drama, Adult Fiction, Adult, Realistic Fiction",1
"Tomie, DePaola",Oliver Button is a Sissy,"A little boy must come to terms with being teased and ostracized because he’d rather read books, paint pictures, and tap-dance than participate in sports. “There is a good balance between the simple text . . . and the expressive pictures . . . an attractive little book.”-- School Library Journal","Picture Books, Childrens, Fiction, Gender, LGBT, Family, Gender Roles",1
"George, Mair",Oprah Winfrey: The Real Story,"A portrait of the popular talk-show host chronicles Oprah Winfrey's dramatic rise to success, detailing her difficult childhood, battle with weight, career path, charitable enterprises, personal life, and more.","Biography, Nonfiction",1
"Robin, Maxwell",The Secret Diary of Anne Boleyn,"In this ""energetic"" (Kirkus Reviews) re-creation of Anne Boleyn's tragic life -- and death -- Robin Maxwell offers a pitch-perfect version of a bawdy and exuberant time filled with lust, betrayal, love, and murder. When the young Queen Elizabeth I is entrusted with Anne Boleyn's secret diary, she discovers a great deal about the much-maligned mother she never knew. And on learning the truth about her lascivious and despotic father, Henry VIII, she vows never to relinquish control to any man. But this avowal doesn't prevent Elizabeth from pursuing a torrid love affair with her horsemaster, Robin Dudley -- described with near-shocking candor -- as too are Anne's graphic trysts with a very persistent and lustful Henry. Blending a historian's attention to accuracy with a novelist's artful rendering, Maxwell weaves compelling descriptions of court life and devastating portraits of actual people into her naughty, page-turning tale. The result is a masterpiece of historical fiction -- so prophetic of our time that one would think it were ripped from today's headlines.","Historical Fiction, Historical, Fiction, Tudor Period, British Literature, Romance, 16th Century",1
"Margaret, Weis",Doom of the Darksword,"Born without magic, Joram was one of the Dead, denied the throne of Merilon. For years, he lived among outlaws, surviving by wit and sleight-of-hand. Now, wielding the powerful, magic absorbing Darksword, Joram returns to the enchanted Kingdom that once was his home to win revenge and claim his birthright. Here he will test Bishop Vanya and his fierce army of Duuk-tsarith in a battle unlike any their world has known. Joined by the scholarly catalyst Saryon, the young mage Mosiah, and the trickster Simkin, Joram confronts the shattering secret of his past and discovers the ancient prophecy that puts the fate of the world in his hands—the hands that forged the Darksword.","Fantasy, Fiction, Science Fiction Fantasy, High Fantasy, Magic, Epic Fantasy, Dragonlance",1
"Liz, Braswell",As Old as Time: A Twisted Tail,"What if Belle's mother cursed the Beast?  When Belle touches the Beast's enchanted rose, memories flood through Belle's mind — memories of a mother she thought she would never see again. And, stranger still, she sees that her mother is none other than the beautiful enchantress who cursed the castle and all its inhabitants.  Shocked and confused, Belle and the Beast will have to unravel a dark mystery about their families that is 21 years in the making.","Fantasy, Young Adult, Retellings, Romance, Fiction, Fairy Tales, Beauty and The Beast",1
"Eva, Gray",Behind the Gates,"In a terrifying future world, four girls must depend on each other if they want to survive.Louisa is nervous about being sent away to a boarding school -- but she's excited, too. And she has her best friend, Maddie, to keep her company. The girls have to pretend to be twin sisters, which Louisa thinks just adds to the adventure!Country Manor School isn't all excitement, though. Louisa isn't sure how she feels about her new athletic but snobby Rosie and everything's-a-conspiracy Evelyn. Even Maddie seems different away from home, quiet and worried all the time.Still, Louisa loves CMS -- the survival skills classes, the fresh air. She doesn't even miss not having a TV, or the internet, or any contact with home. It's for their own safety, after all.Or is it?","Dystopia, Young Adult, Science Fiction, Middle Grade, Childrens, Adventure, Mystery",1
"Lisa, See",Peony in Love,"In seventeenth-century China, three women become emotionally involved with The Peony Pavilion, a famed opera rumored to cause lovesickness and even death, including Peony, the cloistered daughter of a wealthy scholar, who succumbs to its spell only to return after her death as a ""hungry ghost"" to haunt her former fiancé, who has married another.","Historical Fiction, Fiction, China, Romance, Historical, Asia, Fantasy",1
"Emma, Donoghue",Room,"To five-year-old-Jack, Room is the world....  Told in the inventive, funny, and poignant voice of Jack, Room is a celebration of resilience—and a powerful story of a mother and son whose love lets them survive the impossible.  To five-year-old Jack, Room is the entire world. It is where he was born and grew up; it's where he lives with his Ma as they learn and read and eat and sleep and play. At night, his Ma shuts him safely in the wardrobe, where he is meant to be asleep when Old Nick visits.  Room is home to Jack, but to Ma, it is the prison where Old Nick has held her captive for seven years. Through determination, ingenuity, and fierce motherly love, Ma has created a life for Jack. But she knows it's not enough ... not for her or for him. She devises a bold escape plan, one that relies on her young son's bravery and a lot of luck. What she does not realize is just how unprepared she is for the plan to actually work.  Told entirely in the language of the energetic, pragmatic five-year-old Jack, Room is a celebration of resilience and the limitless bond between parent and child, a brilliantly executed novel about what it means to journey from one world to another.","Fiction, Contemporary, Thriller, Adult, Adult Fiction, Audiobook, Book Club",1
"Margaret, Atwood",The Year of the Flood,"Set in the near future, Attwood's dark, thoughtful and at times funny novel finds two women who have survived a cataclysmic environmental disaster - a young trapeze artist locked in a sex club and a 'God's Gardener' hiding in a luxury spa - and both must find their way out.","Fiction, Science Fiction, Dystopia, Post Apocalyptic, Fantasy, Canada, Speculative Fiction",1
"P. C., Cast",Chosen,"Dark forces are at work at the House of Night and Zoey Redbird’s adventures at the school take a mysterious turn. Her best friend, Stevie Rae, is undead and struggling to maintain a grip on her humanity. Zoey finds herself in the very unexpected and rare situation of having three boyfriends. Mix a little bloodlust into the equation and the situation has the potential to spell social disaster. Just when it seems things couldn’t get any tougher, vampyres start turning up dead. Really dead. It looks like the People of Faith are tired of living side-by-side with vampyres. But, as Zoey and her friends so often find out, how things appear rarely affects the truth…","Young Adult, Vampires, Fantasy, Paranormal, Romance, Fiction, Supernatural",1
"Phil, Stamper",As Far As You'll Take Me,"A story about finding the people who become your home.  Marty arrives in London with nothing but his oboe and some savings from his summer job, but he's excited to start his new life--where he's no longer the closeted, shy kid who slips under the radar and is free to explore his sexuality without his parents' disapproval.  From the outside, Marty's life looks like a perfect fantasy: in the span of a few weeks, he's made new friends, he's getting closer with his first ever boyfriend, and he's even traveling around Europe. But Marty knows he can't keep up the facade. He hasn't spoken to his parents since he arrived, he's tearing through his meager savings, his homesickness and anxiety are getting worse and worse, and he hasn't even come close to landing the job of his dreams. Will Marty be able to find a place that feels like home?","LGBT, Contemporary, Young Adult, Romance, Queer, Fiction, Gay",1
"Margaret, George",Helen of Troy,"A lush, seductive novel of the legendary beauty whose face launched a thousand ships  Daughter of a god, wife of a king, prize of antiquity's bloodiest war, Helen of Troy has inspired artists for millennia. Now, Margaret George, the highly acclaimed bestselling historical novelist, has turned her intelligent, perceptive eye to the myth that is Helen of Troy.  Margaret George breathes new life into the great Homeric tale by having Helen narrate her own story. Through her eyes and in her voice, we experience the young Helen's discovery of her divine origin and her terrifying beauty. While hardly more than a girl, Helen married the remote Spartan king Menelaus and bore him a daughter. By the age of twenty, the world's most beautiful woman was resigned to a passionless marriage until she encountered the handsome Trojan prince Paris. And once the lovers flee to Troy, war, murder, and tragedy become inevitable. In Helen of Troy, Margaret George has captured a timeless legend in a mesmerizing tale of a woman whose life was destined to create strife and destroy civilizations.","Historical Fiction, Mythology, Fiction, Historical, Greek Mythology, Romance, Fantasy",1
"Donna Jo, Napoli",Zel,"High in the mountains, Zel lives with her mother, who insists they have all they need -- for they have each other. Zel's life is peaceful and protected -- until a chance encounter changes everything. When she meets a beautiful young prince at the market one day, she is profoundly moved by new emotions. But Zel's mother sees the future unfolding -- and she will do the unspeakable to prevent Zel from leaving her...","Fantasy, Young Adult, Fairy Tales, Retellings, Fiction, Romance, Fairy Tale Retellings",1
"Rosamund, Hodge",Cruel Beauty,"Since birth, Nyx has been betrothed to the evil ruler of her kingdom—all because of a foolish bargain struck by her father. And since birth, she has been in training to kill him.  With no choice but to fulfill her duty, Nyx resents her family for never trying to save her and hates herself for wanting to escape her fate. Still, on her seventeenth birthday, Nyx abandons everything she's ever known to marry the all-powerful, immortal Ignifex. Her plan? Seduce him, destroy his enchanted castle, and break the nine-hundred-year-old curse he put on her people.  But Ignifex is not at all what Nyx expected. The strangely charming lord beguiles her, and his castle—a shifting maze of magical rooms—enthralls her.  As Nyx searches for a way to free her homeland by uncovering Ignifex's secrets, she finds herself unwillingly drawn to him. Even if she could bring herself to love her sworn enemy, how can she refuse her duty to kill him? With time running out, Nyx must decide what is more important: the future of her kingdom, or the man she was never supposed to love.","Fantasy, Young Adult, Romance, Retellings, Fairy Tales, Mythology, Young Adult Fantasy",1
"Robert, Jordan",The Path of Daggers,"The Seanchan invasion force is in possession of Ebou Dar. Nynaeve, Elayne, and Aviendha head for Caemlyn and Elayne's rightful throne, but on the way they discover an enemy much worse than the Seanchan.  In Illian, Rand vows to throw the Seanchan back as he did once before. But signs of madness are appearing among the Asha'man.  In Ghealdan, Perrin faces the intrigues of Whitecloaks, Seanchan invaders, the scattered Shaido Aiel, and the Prophet himself. Perrin's beloved wife, Faile, may pay with her life, and Perrin himself may have to destroy his soul to save her.  Meanwhile the rebel Aes Sedai under their young Amyrlin, Egwene al'Vere, face an army that intends to keep them away from the White Tower. But Egwene is determined to unseat the usurper Elaida and reunite the Aes Sedai. She does not yet understand the price that others—and she herself—will pay.","Fantasy, Fiction, Epic Fantasy, Audiobook, High Fantasy, Science Fiction Fantasy, Epic",1
"Alvin, Schwartz",More Scary Stories to Tell in the Dark,"All those who enjoyed shuddering their way through Alvin Schwartz's first volume of Scary Stories To Tell In The Dark will find a satisfyingly spooky sequel in this new collection of the macabre, the funny, and the fantastic. Is it possible to die -- and not know it? What if a person is buried too soon? What happens to a thief foolish enough to rob a corpse, or to a murderer whose victim returns from the grave? Read about these terrifying predicaments as well as what happens when practical jokes produce gruesome consequences and initiations go awry. Stephen Gammell's splendidly creepy drawings perfectly capture the mood of more than two dozen scary stories -- and even a scary song -- all just right for reading alone or for telling aloud in the dark. If You Dare!","Horror, Short Stories, Fiction, Childrens, Young Adult, Middle Grade, Paranormal",1
"Kat, Falls",Rip Tide,"Return to the subsea frontier with Ty and Gemma! The mysteries of the deep are deadlier than ever when Ty'With time running out for his parents, Ty's desperation leads the two teenagers to the underwater underworld...and into an alliance with the outlaws of the Seablite Gang. But one mystery soon leads to another. How has an entire township disappered? Why is the local sealife suddenly so aggressive? And can the Seablite Gang be trusted...or are Ty and Gemma in deeper water than they realize?","Young Adult, Science Fiction, Dystopia, Fantasy, Adventure, Fiction, Audiobook",1
"Sarah, Prager",Rainbow Revolutionaries: Fifty LGBTQ+ People Who Made History,"This groundbreaking, pop-culture-infused LGBTQ+ illustrated biography collection takes readers on an eye-opening journey through the lives of fifty influential queer figures who have made a mark on every century of human existence.  Rainbow Revolutionaries brings to life the vibrant histories of fifty pioneering LGBTQ+ people from around the world. Through Sarah Prager’s (Queer, There, and Everywhere) short, engaging bios, and Sarah Papworth’s bold, dynamic art, readers can delve into the lives of Wen of Han, a Chinese emperor who loved his boyfriend as much as his people, Martine Rothblatt, a trans woman who’s helping engineer the robots of tomorrow, and so many more!  This book is a celebration of the many ways these heroes have made a difference and will inspire young readers to make a difference, too. Featuring an introduction, map, timeline, and glossary, this must-have biography collection is the perfect read during Pride month and all year round.   Adam Rippon, Alan L. Hart, Alan Turing, Albert Cashier, Alberto Santos-Dumont, Alexander the Great, Al-Hakam II, Alvin Ailey, Bayard Rustin, Benjamin Banneker, Billie Jean King, Chevalière d'Éon, Christina of Sweden, Christine Jorgensen, Cleve Jones, Ellen DeGeneres, Francisco Manicongo, Frida Kahlo, Frieda Belinfante, Georgina Beyer, Gilbert Baker, Glenn Burke, Greta Garbo, Harvey Milk, James Baldwin, Jóhanna Sigurðardóttir, José Sarria, Josephine Baker, Juana Inés de la Cruz, Julie d'Aubigny, Lili Elbe, Ma Rainey, Magnus Hirschfeld, Manvendra Singh Gohil, Marsha P. Johnson, Martine Rothblatt, Maryam Khatoon Molkara, Natalie Clifford Barney, Navtej Johar, Nzinga, Pauli Murray, Renée Richards, Rudolf Nureyev, Sally Ride, Simon Nkoli, Stormé DeLarverie, Sylvia Rivera, Tshepo Ricki Kgositau, Wen of Han, We’wha","Nonfiction, LGBT, History, Biography, Middle Grade, Queer, Childrens",1
"Sandra, Brown",The Crush,"#1 New York Times bestselling author Sandra Brown captivates readers like never before with a heart-pounding story of twisted obsession... Notorious hit man Ricky Lozada is on trial and Dr. Rennie Newton is on his jury. She soon delivers a verdict of not guilty - and gains a new admirer. But days after Lozada's release, one of Rennie's professional rivals is brutally murdered. Although Lozada's dark shadow looms over the case, Rennie becomes the prime suspect... while Lozada stalks her, growing more obsessed with having her. She forms an uneasy alliance with Wick Threadgill, a rogue detective with his own personal vendetta against Lozada. Wick has nothing to lose by confronting a killer who, like the prize scorpions he treasures, strikes so quickly Rennie may never see it coming.","Romance, Romantic Suspense, Mystery, Suspense, Thriller, Fiction, Audiobook",1
"Liz, Sonneborn",Jordan,"Learn all about the Jordan and the Middle East. The country of Jordan is a small kingdom in southwest Asia, located in close proximity to both Europe and Africa. Though it has only been recognized as an independent kingdom since 1946, it has a long history, with the first people arriving in the area around 17,000 BCE. Readers will dive into the country's past and learn about the nation Jordan has become today, from how its government is organized to what its natural landscapes look like and how its people live. Features include maps and photos; sidebars that highlight individuals, places and events; fun facts and statistics; a timeline; economic information; flags and more.",Nonfiction,1
"Carlos, Fuentes",The Campaign,"Baltasar Bustos sets out across Argentina, Venezuela, Chile, Peru, and Mexico on a public and personal campaign of redemption in a novel set during Spanish America's struggle for independence. By the author of Christopher Unborn. Reprint.","Fiction, Historical Fiction, Novels, Literature, Latin American, Spanish Literature, Latin American Literature",1
